,value,has_keyword,pred,class
536,despite that i’d be happy sharing the photos i took in portrait mode with friends,1,0.985522611354643,1
537,it’s not perfect,1,0.972256838349237,1
538,portrait mode is handled entirely in software and it can make mistakes,1,0.9496756585372952,1
539,look closely at my curly locks and you’ll see they’re sometimes blurred when they shouldn’t be a common problem for singlelens phones that attempt depth of field,1,0.9598268319579247,1
540,on the plus side you can manipulate the images after taking them in all sorts of ways,1,0.957059563796239,1
541,you can change lighting and aperture or omit the background entirely,1,0.9503003846448957,1
542,it all happens with surprising speed and is a lot of fun to play with,1,0.9202856708215245,1
543,the google pixel 3a is priced at 400 just like the iphone se and is often considered the champion of mid range phone photography,1,0.9897415980695646,1
544,fortunately i have a google pixel 3a xl so i could compare them headtohead,1,0.9786463052728238,1
545,i prefer the new se but it’s not a blowout,1,0.9748507777027324,1
546,i think apple’s phone does a better job with white balance,1,0.9892847070930781,1
547,this is most evident in the photo of the pizza logo against a partly cloudy sky,1,0.95108727244501,1
548,the iphone does a much better job delivering an accurate photo while the pixel 3a xl’s color temperature ends up too cool,1,0.9897792992385431,1
549,the new se also takes the lead in portrait mode,1,0.9942339295012773,1
550,i think image quality is comparable – but look at my ‘fro,1,0.9813090948812192,1
551,the pixel 3a xl’s algorithm is clearly less aggressive,1,0.9740807277135395,1
552,while the iphone blurs some wayward locks the pixel 3a gives me an odd halo,1,0.961985127825351,1
553,apple doesn’t win every photo though,1,0.9871452588390648,1
554,i prefer the pixel 3a xl’s photo of the lush garden sidewalk,1,0.9713341351030637,1
555,it’s more vibrant yet still looks natural,1,0.9839446270625598,1
556,you can almost smell the crisp spring air,1,0.9276413280364164,1
557,the iphone se’s photo is too flat and fails to capture my memory of the scene,1,0.9702201488292912,1
558,you might wonder what 4 years of progress will get you,0,0.8916230579419998,1
559,what’s the answer after pitting the 2016 and 2020 versions of the iphone se against one another,1,0.9792615382860597,1
560,a lot,0,0.94109334018158,1
561,the new se’s huge improvement in white balance and color temperature stands out most,1,0.9830146520918916,1
562,the original iphone se suffers in many outdoor situations,1,0.9840064094601871,1
563,it can’t even handle a cloudy sky,1,0.9716547546493007,1
564,this leads to overly bright images that lack color contrast depth and any other trait you’d associate with a good photo,1,0.9396432493838783,1
565,the indoor photo of a hearty slice of coffee cake shows less difference in lighting and color and you might confuse the photos from each se briefly,1,0.9692158969207232,1
566,look closer though and it’s obvious the new iphone se’s photo is much sharper,1,0.9939700023122611,1
567,portrait mode isn’t available on the original iphone se of course and that makes a big difference,1,0.9955891499527805,1
568,portraits from the new iphone se look sharper with better contrast and far better focus on the subject,1,0.9889973488497554,1
569,the new iphone se has a great smartphone camera,1,0.9974595479818549,1
570,i think it beats the google pixel 3a commonly considered the benchmark in this category by a hair,1,0.9725825895483681,1
571,it works well in most situations and can deliver some truly excellent shots,1,0.9770092385957457,1
572,i do somewhat miss the lack of any additional camera such as an ultrawide to improve versatility,1,0.9679032088850873,1
573,you can find that on some competing phones,0,0.9636262794563332,1
574,however those phones won’t keep up with the iphone se’s main camera,1,0.9948125151938348,1
575,what the new se lacks in versatility it makes up for by snapping solid shots with little preparation,1,0.980379447527857,1
576,you can shoot 4k video up to 60 frames per second on the iphone se or extended dynamic range video up to 30 fps,1,0.9916004387716287,1
577,optical image stabilization helps keep shots steady and digital zoom works up to 3x,1,0.9678195869957252,1
578,the phone also supports slomo 1080p video at up to 240 fps,1,0.9825808856860261,1
579,i don’t frequently shoot video on phones — or at all — so i’ll admit i’m not the best judge of quality,1,0.976577697757111,1
580,i think it looks great particularly at 4k,1,0.9868818225348539,1
581,i imagine most casual users will too,1,0.9464671857011202,1
582,professionals and enthusiasts may have a different opinion,1,0.9547895143662563,1
583,what stood out most wasn’t quality but speed,1,0.9751617538810604,1
584,the new se is a snappy performer even when recording 4k 60 fps,1,0.9794981493323252,1
585,there’s no lag to begin recording and no lag while recording,1,0.9570226353472244,1
586,that’s definitely not true for midrange phones some of which can’t shoot 4k at 60 fps,1,0.9875669664652518,1
587,apple’s decision to buy pa,0,0.8317040638545973,1
588,semi in 2008 easily ranks among the most important in the company’s history,1,0.9429476967046101,1
589,excellent performance is a key trait of apple phones and tablets across all price points,1,0.9704276833043779,1
590,the iphone se is a testament to that,0,0.9198389889003937,1
591,though it starts at 400 and is considerably smaller than other recent iphones the se has the same a13 bionic processor you’ll find in the iphone 11 and iphone 11 pro,1,0.9969263664604233,1
592,that’s paired with 3gb of ram,0,0.9375031037929015,1
593,the iphone se might be a midrange phone but its performance is equivalent to a flagship,1,0.9875463832516373,1
594,the new se’s singlecore geekbench 5 score of 1324 is nearly four times quicker than a google pixel 3a and its multicore score is nearly twoandahalf times better,1,0.975176337588162,1
595,the iphone se’s cpu easily defeats the more expensive google pixel 4 xl,1,0.984155939872915,1
596,it goes toetotoe with the samsung galaxy s20 ultra and the oneplus 8 pro winning in singlecore and nearly tying in multicore,1,0.9401241529168158,1
597,all this performance is thrown at a 47inch screen with a resolution well below 1080p,1,0.987430866319055,1
598,the iphone se doesn’t merely fly,1,0.9860862445241302,1
599,it shrieks through apps and games like a supersonic jet,1,0.9799658217353356,1
600,its performance is as close to perfect as i’ve ever witnessed,1,0.9817477729789233,1
601,it’s not just great,1,0.9851142636407438,1
602,it sets a new high bar for midrange phones one i doubt android competitors will hit within the next few years,1,0.9651520246361659,1
603,the iphone se doesn’t merely fly,1,0.9860862445241302,1
604,it shrieks through apps and games like a supersonic jet,1,0.9799658217353356,1
605,this is the part where i’d normally try to dig deeper and highlight a few nitpicks that detract from the experience,1,0.9352353474837419,1
606,not here,1,0.9390625,1
607,i have nothing to add,0,0.9174385644364329,1
608,it’s perfect,1,0.972256838349237,1
609,the basic 400 iphone se comes with 64gb of storage,1,0.9797560996152502,1
610,you can upgrade to 128gb for 450 or you can choose 256gb of storage for 550,0,0.7721016793185467,1
611,you’ll need to pick the right amount from the start because as with other iphones you can’t add more storage later,1,0.9820225182364416,1
612,unlike some past entrylevel iphones the new se’s base storage is adequate,1,0.9777080320592322,1
613,my iphone 7 plus has 256gb of storage but i only use half of that and well more than half of what i use is old podcast episodes and unnecessary photos,1,0.9846518282688475,1
614,i think a lot of people can get by with the 64gb model,0,0.9720036921167788,1
615,that said spending an extra 50 on the 128gb model is not a bad idea,1,0.9411877576777508,1
616,storage is something you won’t care much about until you run out but once you do it can be annoying,1,0.9715264969130841,1
617,the 128gb model lets you rack up podcasts photos and apps without constantly deleting old files,1,0.9675244549764683,1
618,i don’t recommend the 256gb model,0,0.8945534144687843,1
619,anyone using that much storage is a serious smartphone enthusiast and the iphone se’s small screen takes it out of consideration for most heavy users,1,0.9922391224249735,1
620,i know there’s a handful of diehard small phone enthusiasts who will want the 256gb model but it’s overkill for most,1,0.9701987945654403,1
621,the iphone se isn’t a 5g phone,0,0.984027665510432,1
622,apple has been slow to embrace 5g and the tech hasn’t filtered down to this price point yet,1,0.9432208453383343,1
623,this makes little difference to me and most buyers because 5g availability is limited,1,0.9510539354473037,1
624,as far as i know i’d have to travel more than 250 miles to get a 5g signal,1,0.9527836966711075,1
625,this is a dualsim device which can be useful for travelers and is a bit surprising given the phone’s price,1,0.9769337548982001,1
626,the iphone se supports bluetooth 50 and the wifi 6 standard,1,0.9736298059686838,1
627,a 1821mah battery powers the iphone se,0,0.9300112621828603,1
628,apple quotes up to 8 hours of battery life while streaming video or 13 hours when playing video from the phone’s local storage,1,0.9893286506319499,1
629,the phone supports fast charging with an 18watt adapter unfortunately not included and supports wireless charging via qi chargers,1,0.948730312061643,1
630,like all iphones the new se sucks down very little juice on standby i suspect it could last a week though i haven’t had it for long enough to test that out,1,0.9903124494274536,1
631,as a pc geek at heart i’m not a heavy smartphone user,1,0.9448967833227815,1
632,my personal iphone tells me i tend have the display on for between one hour and oneandahalf hours each day,1,0.9784941419989949,1
633,its been years since i last tested a phone that can’t last me all day and many can last me two,1,0.9895089198761137,1
634,the iphone se is no exception,1,0.9745954706501951,1
635,i suspect heavy users would have more trouble,1,0.9641088652750096,1
636,a halfhour benchmarking the phone knocked 12 percent off a full charge for example,1,0.9571125709901408,1
637,if you like to play demanding 3d games or you use the phone to watch streaming films you might find it necessary to pick up a midday charge,1,0.9721591104400565,1
638,as i mentioned earlier the iphone se doesn’t target those owners because its small display size isn’t ideal for either gaming or movies,1,0.9824642334494789,1
639,if that’s what you want to do buy a larger phone,1,0.9889991743461003,1
640,but let’s be real android phones can crush the iphone se’s battery life just as the iphone se can crush android’s performance,1,0.9896064050866697,1
641,the moto g power which i recently reviewed has a 5000mah battery,1,0.9688272309399341,1
642,it could last two to three days in my hands,1,0.9891882845473781,1
643,the iphone se certainly can’t match that,1,0.9817044950120211,1
644,for me however battery life isn’t a problem,1,0.9936725711489788,1
645,the iphone se can last all day in my hands and i gain nothing from a phone that lasts longer,1,0.9863331477134389,1
646,the iphone se of course runs ios 13,1,0.9922693530327802,1
647,it’s the phone’s killer feature,0,0.8595699592437711,1
648,i’ve swapped back and forth between ios and android phones ever since i bought my first “real” smartphone the htc thunderbolt in 2011,1,0.9826853517205918,1
649,i’ve always found ios preferable,1,0.9811454653254834,1
650,apple’s ios is quicker more secure and more attractive,1,0.9732073010721523,1
651,i despise the bloatware and barrage of pointless notifications that assail most android phones,1,0.9416025805664184,1
652,yes it’s possible to configure android in a way that mostly fixes the problem but i’d rather not have to,1,0.9735800019215953,1
653,i’m not going to cover every aspect of ios 13 here but there are a few important features you should note,1,0.9880171976946577,1
654,the iphone se of course runs ios 13,1,0.9922693530327802,1
655,it’s the phone’s killer feature,0,0.8595699592437711,1
656,switching from another iphone is an absolute breeze,1,0.9530248726937807,1
657,place the new and old phones beside each other then snap a photo of a pattern shown on the old phone’s screen with the new phone,1,0.984286259943615,1
658,this starts the transfer which can take minutes if you have an icloud backup available,1,0.9322720062787843,1
659,your apps and files make the leap and while you’ll have to log back into some accounts this isn’t true in every instance,1,0.9766985220027837,1
660,i had the iphone se ready to go with all my previous data available in 20 minutes flat,1,0.9665251432021724,1
661,because it lacks face id and has a home button the new se doesn’t use the new touchgesture navigation found on the iphone x and later models,1,0.9959688651823241,1
662,if you own an aging iphone like me you won’t mind,1,0.9778778930310351,1
663,if you own a new model and want to downsize however beware,1,0.9797207776153523,1
664,you’ll have to unlearn everything you learned about navigating new iphone models,1,0.978863480330971,1
665,that could be a frustrating experience,1,0.9755240088181008,1
666,the iphone se also lacks face id,1,0.9941330349137639,1
667,i love facial login when it’s fast and secure as is true on the iphone but it’s pure luxury,1,0.9594513211017482,1
668,touch id is fast fluid and secure,1,0.9778486649013601,1
669,and again the iphone se is targeting people who own older phones,1,0.9886597485363232,1
670,if you’ve never used face id you won’t miss it,1,0.9860636047011815,1
671,apple ships the iphone se with a oneyear limited warranty,0,0.8622488481624934,1
672,that’s the industry standard,1,0.9694814213455352,1
673,you can purchase added protection through applecare which extends the warranty and covers some accidents,0,0.5829541582973085,1
674,applecare is 80 for 24 months of coverage or you can pay monthtomonth for 4,0,0.6991812184888793,1
675,applecare with theft protection is 150 or 8 monthly,1,0.8850805519006668,1
676,i don’t recommend applecare for this phone,0,0.8936420783319317,1
677,this is an inexpensive phone and a small phone that in theory you’re less likely to drop,1,0.9904591858607827,1
678,just slap a case on it and call it good,1,0.97386111440161,1
679,breaking a phone sucks but it’s not likely in this case so you probably won’t have need for applecare service,1,0.9690327723602048,1
680,it’s worth remembering that apple unlike most brands has a large network of physical stores that can provide service,1,0.9579346210930628,1
681,i’ve had better luck solving issues with a visit to an apple store than through the phone support provided by other brands,1,0.9714403689050741,1
682,the iphone se is a good phone and well worth 400,1,0.9944082203103607,1
683,it’s not for everyone but it’s great for many and i’d seriously consider it if i had to buy a new phone right now,1,0.9891905438444598,1
684,is there a better alternative,1,0.9776403294814772,1
685,google’s pixel 3a is the clear competitor,1,0.9796125968076574,1
686,it’s a great android phone at a low price,1,0.9928450238954671,1
687,the iphone se is faster and has a better camera but the pixel 3a has a larger display and you can opt for the pixel 3a xl for a slightly bigger one,1,0.9960107446011419,1
688,right now the pixel 3a xl is just 420 on amazon,1,0.9840570152636823,1
689,i prefer ios so i would buy the iphone se but you might go with the pixel 3a if you’re a fan of android,1,0.993108410502767,1
690,the wild card is google’s pixel 4a which is anticipated but not yet announced,1,0.9509841489397369,1
691,it’ll likely bring camera improvements and an even better display,1,0.9894469267476815,1
692,it will still lag in performance however because nobody’s silicon can outgun apple’s a13 bionic right now,1,0.9815688616450431,1
693,you might also consider the samsung galaxy a51 or the moto g stylus,1,0.9858257606111723,1
694,these midrange android phones throw more features at you some of which are nice to have,1,0.9821478337017119,1
695,the galaxy a51 has a lovely oled display and the moto g stylus has well a stylus,1,0.9833460189825252,1
696,they’re larger phones with big screens that cater to heavy users despite budget pricing,1,0.9836727107654233,1
697,they’re solid phones but the iphone se offers a more cohesive intuitive device with a processor that runs circles around both,1,0.988187137691404,1
698,some shoppers will consider the iphone 11,0,0.934458190090138,1
699,it’s significantly more expensive but has a much larger screen and an ultrawide camera,1,0.9903284295542525,1
700,make no mistake the iphone 11 is a better phone,1,0.9917626981880158,1
701,the 300 gap between the iphone se and the iphone 11 is sizable though and not everyone will find the bigger phone’s advantages worth the bump in price,1,0.9841895561364084,1
702,how long will it last,1,0.9814131828706787,1
703,the iphone se is a fiveyear phone,0,0.9532018173559781,1
704,its performance is excellent and apple unlike most android brands delivers os updates for years after a phone is released,1,0.9739508546602665,1
705,the only issue to note is battery life,1,0.988412780872241,1
706,it’s merely ok and after five years of wear and tear you’ll probably have to deal with midday recharging,1,0.9497983986604273,1
707,should you buy it,0,0.9174907265075873,1
708,yes,0,0.9098462969163978,1
709,the iphone se is a solid entrylevel iphone,1,0.9804053785579765,1
710,you can buy a better device but you don’t need a better device,1,0.9891233393997386,1
711,if you like me consider a smartphone to be just one of many gadgets you could spend money on opting for the 400 se can make a lot of sense,1,0.9895011442598339,1
